0.0000100150,3.300000
0.0000100250,3.300000
0.0000100350,3.300000
0.0000100450,3.300000
0.0000100550,3.300000
0.0000100650,3.300000
0.0000100750,3.300000
0.0000100850,3.300000
0.0000100950,3.300000
0.0000101050,3.300000
0.0000101150,3.300000
0.0000101250,3.300000
0.0000101350,3.300000
0.0000101450,3.300000
0.0000101550,3.300000
0.0000101650,3.300000
0.0000101750,3.300000
0.0000101850,3.300000
0.0000101950,3.300000
0.0000102050,3.300000
0.0000102150,3.300000
0.0000102250,3.300000
0.0000102350,3.300000
0.0000102450,3.300000
0.0000102550,3.300000
0.0000102650,3.300000
0.0000102750,3.300000
0.0000102850,3.300000
0.0000102950,3.300000
0.0000103050,3.300000
0.0000103150,3.300000
0.0000103250,3.300000
0.0000103350,3.300000
0.0000103450,3.300000
0.0000103550,3.300000
0.0000103650,3.300000
0.0000103750,3.300000
0.0000103850,3.300000
0.0000103950,3.300000
0.0000104050,3.300000
0.0000104150,3.300000
0.0000104250,3.300000
0.0000104350,3.300000
0.0000104450,3.300000
0.0000104550,3.300000
0.0000104650,3.300000
0.0000104750,3.300000
0.0000104850,3.300000
0.0000104950,3.300000
0.0000105050,3.300000
0.0000105150,3.300000
0.0000105250,3.300000
0.0000105350,3.300000
0.0000105450,3.300000
0.0000105550,3.300000
0.0000105650,3.300000
0.0000105750,3.300000
0.0000105850,3.300000
0.0000105950,3.300000
0.0000106050,3.300000
0.0000106150,3.300000
0.0000106250,3.300000
0.0000106350,3.300000
0.0000106450,3.300000
0.0000106550,3.300000
0.0000106650,3.300000
0.0000106750,3.300000
0.0000106850,3.300000
0.0000106950,3.300000
0.0000107050,3.300000
0.0000107150,3.300000
0.0000107250,3.300000
0.0000107350,3.300000
0.0000107450,3.300000
0.0000107550,3.300000
0.0000107650,3.300000
0.0000107750,3.300000
0.0000107850,3.300000
0.0000107950,3.300000
0.0000108050,3.300000
0.0000108150,3.300000
0.0000108250,3.300000
0.0000108350,3.300000
0.0000108450,3.300000
0.0000108550,3.300000
0.0000108650,3.300000
0.0000108750,3.300000
0.0000108850,3.300000
0.0000108950,3.300000
0.0000109050,3.300000
0.0000109150,3.300000
0.0000109250,3.300000
0.0000109350,3.300000
0.0000109450,3.300000
0.0000109550,3.300000
0.0000109650,3.300000
0.0000109750,3.300000
0.0000109850,3.300000
0.0000109950,3.300000
0.0000110050,3.300000
0.0000110150,3.300000
0.0000110250,3.300000
0.0000110350,3.300000
0.0000110450,3.300000
0.0000110550,3.300000
0.0000110650,3.300000
0.0000110750,3.300000
0.0000110850,3.300000
0.0000110950,3.300000
0.0000111050,3.300000
0.0000111150,3.300000
0.0000111250,3.300000
0.0000111350,3.300000
0.0000111450,3.300000
0.0000111550,3.300000
0.0000111650,3.300000
0.0000111750,3.300000
0.0000111850,3.300000
0.0000111950,3.300000
0.0000112050,3.300000
0.0000112150,3.300000
0.0000112250,3.300000
0.0000112350,3.300000
0.0000112450,3.300000
0.0000112550,3.300000
0.0000112650,3.300000
0.0000112750,3.300000
0.0000112850,3.300000
0.0000112950,3.300000
0.0000113050,3.300000
0.0000113150,3.300000
0.0000113250,3.300000
0.0000113350,3.300000
0.0000113450,3.300000
0.0000113550,3.300000
0.0000113650,3.300000
0.0000113750,3.300000
0.0000113850,3.300000
0.0000113950,3.300000
0.0000114050,3.300000
0.0000114150,3.300000
0.0000114250,3.300000
0.0000114350,3.300000
0.0000114450,3.300000
0.0000114550,3.300000
0.0000114650,3.300000
0.0000114750,3.300000
0.0000114850,3.300000
0.0000114950,3.300000
0.0000115050,3.300000
0.0000115150,3.300000
0.0000115250,3.300000
0.0000115350,3.300000
0.0000115450,3.300000
0.0000115550,3.300000
0.0000115650,3.300000
0.0000115750,3.300000
0.0000115850,3.300000
0.0000115950,3.300000
0.0000116050,3.300000
0.0000116150,3.300000
0.0000116250,3.300000
0.0000116350,3.300000
0.0000116450,3.300000
0.0000116550,3.300000
0.0000116650,3.300000
0.0000116750,3.300000
0.0000116850,3.300000
0.0000116950,3.300000
0.0000117050,3.300000
0.0000117150,3.300000
0.0000117250,3.300000
0.0000117350,3.300000
0.0000117450,3.300000
0.0000117550,3.300000
0.0000117650,3.300000
0.0000117750,3.300000
0.0000117850,3.300000
0.0000117950,3.300000
0.0000118050,3.300000
0.0000118150,3.300000
